file,pattern,match_or_content,context
archive/VE001/UT001_0001.xml,short_head,ེ་,"<hi rend=""head"">ེ་</hi>"
archive/VE001/UT001_0001.xml,short_head,ཡོ,"<hi rend=""head"">ཡོ</hi>"
archive/VE001/UT001_0001.xml,short_head,ཡེ,"<hi rend=""head"">ཡེ</hi>"
archive/VE001/UT001_0001.xml,short_head,པར,"<hi rend=""head"">པར</hi>"
archive/VE001/UT001_0003.xml,short_head,ིཿ,"<hi rend=""head"">ིཿ</hi>"
archive/VE001/UT001_0005.xml,tsheg_dot_tsheg,་.་,ས་སུ་བྱས་པ་ནི༔ བཙན་པོ་མཁར་.་ཞུགས་པ་འདྲ༔ སྨྲ་བྱེད་མཚོན
archive/VE001/UT001_0005.xml,tsheg_dot_tsheg,་.་,ག་གི་མན་ངག་གིས༔ .ེ་ཉིད་ལམ་.་སློང་པ་ནི༔ བྱ་བ་བཏང་པའི་ས
archive/VE001/UT001_0005.xml,tsheg_dot_tsheg,་.་,"ྣམ་པ་ལྔ་རྣམས་ལ༔ འཆི་ཁར་ལམ་.་བྱེད་པ་ནི༔ ,ོག་ཆེན་ས་ལ་ལྟ"
archive/VE001/UT001_0005.xml,comma_o,",ོ","༔ འཆི་ཁར་ལམ་.་བྱེད་པ་ནི༔ ,ོག་ཆེན་ས་ལ་ལྟུང་བ་འདྲ༔ .ེ་"
archive/VE001/UT001_0005.xml,comma_o,",ོ","ད་པའི་ས་ཕྱོགས་སུ༔ ཅི་དགར་,ོད་པའི་ཚུལ་གྱིས་འ.ག༔ ཨེ་མ་"
archive/VE001/UT001_0005.xml,comma_o,",ོ","ང་རྗེ་མེ.༔ སེམས་མཐོང་བ་ལ་,ོད་པ་མེ.༔ སྐྱེ་ཤི་མཐོང་ལ་ད"
archive/VE001/UT001_0005.xml,comma_tibetan,",ི","ལ་མར་ངར་བཏགས་རལ་གྲི་འདྲ༔ ,ིག་ལེ་ཕྱི་ནང་པྲ་ཁྲིད་གཉིས༔"
archive/VE001/UT001_0005.xml,comma_tibetan,",ན","ས་དམངས་ལ་དབང་བསྒྱུར་འདྲ༔ ,ན་བཞི་དག་གི་མན་ངག་གིས༔ .ེ་"
archive/VE001/UT001_0005.xml,comma_tibetan,",ོ","༔ འཆི་ཁར་ལམ་.་བྱེད་པ་ནི༔ ,ོག་ཆེན་ས་ལ་ལྟུང་བ་འདྲ༔ .ེ་"
archive/VE001/UT001_0005.xml,comma_tibetan,",ོ","ད་པའི་ས་ཕྱོགས་སུ༔ ཅི་དགར་,ོད་པའི་ཚུལ་གྱིས་འ.ག༔ ཨེ་མ་"
archive/VE001/UT001_0005.xml,comma_tibetan,",ོ","ང་རྗེ་མེ.༔ སེམས་མཐོང་བ་ལ་,ོད་པ་མེ.༔ སྐྱེ་ཤི་མཐོང་ལ་ད"
archive/VE001/UT001_0005.xml,comma_tibetan,",ད","མི་ཚུགས༔ མན་ངག་གཞུང་བཞིན་,ད་པས་རྫུ་འཕྲུལ་སྣ་ཚོགས་གྲུ"
archive/VE001/UT001_0005.xml,isolated_dot,བ.ན,འདྲ༔ .ེ་རྣམས་དོན་ཏིག་བཅུ་བ.ན་པོ༔ རྒྱུད་ཆེན་གཞུང་དང་.ར
archive/VE001/UT001_0005.xml,isolated_dot,་.ར,བ.ན་པོ༔ རྒྱུད་ཆེན་གཞུང་དང་.ར་བ་ནི༔ གླང་ཆེན་སྣ་ནས་དཀྱུ
archive/VE001/UT001_0005.xml,isolated_dot,བ.ན,ོང་འདྲ༔ ཁྱད་པར་མན་ངག་བཅུ་བ.ན་གྱིས༔ གང་ཟག་གཅིག་གི་དབང་
archive/VE001/UT001_0005.xml,isolated_dot,་.་,ས་སུ་བྱས་པ་ནི༔ བཙན་པོ་མཁར་.་ཞུགས་པ་འདྲ༔ སྨྲ་བྱེད་མཚོན
archive/VE001/UT001_0005.xml,isolated_dot,་.་,ག་གི་མན་ངག་གིས༔ .ེ་ཉིད་ལམ་.་སློང་པ་ནི༔ བྱ་བ་བཏང་པའི་ས
archive/VE001/UT001_0005.xml,isolated_dot,་.་,"ྣམ་པ་ལྔ་རྣམས་ལ༔ འཆི་ཁར་ལམ་.་བྱེད་པ་ནི༔ ,ོག་ཆེན་ས་ལ་ལྟ"
archive/VE001/UT001_0005.xml,isolated_dot,འ.ག,རི་དྭགས་དམན་པའི་ཚུལ་གྱིས་འ.ག༔ འ.་འཛི་སྤངས་པའི་ས་ཕྱོགས
archive/VE001/UT001_0005.xml,isolated_dot,འ.་,གས་དམན་པའི་ཚུལ་གྱིས་འ.ག༔ འ.་འཛི་སྤངས་པའི་ས་ཕྱོགས་སུ༔ 
archive/VE001/UT001_0005.xml,isolated_dot,འ.ག,ས་སུ༔ ཐ་མལ་པ་ཡི་ཚུལ་གྱིས་འ.ག༔ དགྲ་གཉེན་མེད་པའི་ས་ཕྱོག
archive/VE001/UT001_0005.xml,isolated_dot,འ.ག,སྤྲང་པོ་ལྟ་བུའི་ཚུལ་གྱིས་འ.ག༔ ཡུལ་དམིགས་མེད་པའི་ས་ཕྱོ
archive/VE001/UT001_0005.xml,isolated_dot,འ.ག," ཅི་དགར་,ོད་པའི་ཚུལ་གྱིས་འ.ག༔ ཨེ་མ་ཧོ༔ གཞི་མཐོང་བ་ལ་ར"
archive/VE001/UT001_0005.xml,isolated_dot,ེ.༔,མ་ཧོ༔ གཞི་མཐོང་བ་ལ་རྩ་བ་མེ.༔ ཆོས་ཉིད་མཐོང་ལ་སྒོམ་པ་མེ
archive/VE001/UT001_0005.xml,isolated_dot,ེ.༔,༔ ཆོས་ཉིད་མཐོང་ལ་སྒོམ་པ་མེ.༔ རིག་པ་མཐོང་ལ་མན་ངག་མེ.༔ 
archive/VE001/UT001_0005.xml,isolated_dot,ེ.༔,མེ.༔ རིག་པ་མཐོང་ལ་མན་ངག་མེ.༔ སྣང་བ་མཐོང་ལ་ལྟ་བ་མེ.༔ .
archive/VE001/UT001_0005.xml,isolated_dot,ེ.༔,་མེ.༔ སྣང་བ་མཐོང་ལ་ལྟ་བ་མེ.༔ .ོན་མཐོང་བ་ལ་སྙིང་རྗེ་མེ
archive/VE001/UT001_0005.xml,isolated_dot,ེ.༔,"༔ .ོན་མཐོང་བ་ལ་སྙིང་རྗེ་མེ.༔ སེམས་མཐོང་བ་ལ་,ོད་པ་མེ.༔"
archive/VE001/UT001_0005.xml,isolated_dot,ེ.༔,"ེ.༔ སེམས་མཐོང་བ་ལ་,ོད་པ་མེ.༔ སྐྱེ་ཤི་མཐོང་ལ་དགེ་སྡིག་"
archive/VE001/UT001_0005.xml,isolated_dot,ེ.༔,སྐྱེ་ཤི་མཐོང་ལ་དགེ་སྡིག་མེ.༔ དངོས་པོ་མཐོང་ལ་སངས་རྒྱས་
archive/VE001/UT001_0005.xml,isolated_dot,ེ.༔,དངོས་པོ་མཐོང་ལ་སངས་རྒྱས་མེ.༔ འཁྲུལ་པ་མཐོང་ལ་དམྱལ་བ་མེ
archive/VE001/UT001_0005.xml,isolated_dot,ེ.༔,༔ འཁྲུལ་པ་མཐོང་ལ་དམྱལ་བ་མེ.༔ ང་རང་མཐོང་ལ་ཐམས་ཅད་མེ.༔ 
archive/VE001/UT001_0005.xml,isolated_dot,ེ.༔,མེ.༔ ང་རང་མཐོང་ལ་ཐམས་ཅད་མེ.༔ ཉམས་སུ་ལེན་པ་གསང་བའི་དེབ
archive/VE001/UT001_0005.xml,isolated_dot,་.༔,བས༔ མན་ངག་ཀུན་གྱི་མདོ་བྱང་.༔ ཤྲཱི་སིང་ཧ་བདག་གིས་བཀོ.༔
archive/VE001/UT001_0005.xml,isolated_dot,ོ.༔,་.༔ ཤྲཱི་སིང་ཧ་བདག་གིས་བཀོ.༔ མན་ངག་གི་མདོ་བྱང་བསྡུས་པ
archive/VE001/UT001_0005.xml,isolated_dot,ོ.༔,ྲོད་བྱས་པས་ཉག་གཅིག་རྩ་བ་ཆོ.༔ འ.་འཛི་གཡོག་འཁོར་སྤངས་པས
archive/VE001/UT001_0005.xml,isolated_dot,འ.་,བྱས་པས་ཉག་གཅིག་རྩ་བ་ཆོ.༔ འ.་འཛི་གཡོག་འཁོར་སྤངས་པས་སྣང
archive/VE001/UT001_0006.xml,short_head,་,"<hi rend=""head"">་</hi>"
archive/VE001/UT001_0006.xml,short_head,༔ ,"<hi rend=""head"">༔ </hi>"
archive/VE001/UT001_0007.xml,short_head,ེ,"<hi rend=""head"">ེ</hi>"
archive/VE001/UT001_0007.xml,short_head,ས,"<hi rend=""head"">ས</hi>"
archive/VE001/UT001_0007.xml,short_head,ི,"<hi rend=""head"">ི</hi>"
archive/VE001/UT001_0007.xml,short_head,༔,"<hi rend=""head"">༔</hi>"
archive/VE001/UT001_0008.xml,short_head,ི,"<hi rend=""head"">ི</hi>"
archive/VE001/UT001_0008.xml,short_head,ི,"<hi rend=""head"">ི</hi>"
archive/VE001/UT001_0008.xml,short_head,ོ,"<hi rend=""head"">ོ</hi>"
archive/VE001/UT001_0009.xml,short_head,ེ,"<hi rend=""head"">ེ</hi>"
archive/VE001/UT001_0009.xml,short_head,༔ ,"<hi rend=""head"">༔ </hi>"
archive/VE001/UT001_0010.xml,short_head,ོ,"<hi rend=""head"">ོ</hi>"
archive/VE001/UT001_0010.xml,short_head,ི,"<hi rend=""head"">ི</hi>"
archive/VE001/UT001_0010.xml,short_head,ི་,"<hi rend=""head"">ི་</hi>"
archive/VE001/UT001_0010.xml,short_head,ི་,"<hi rend=""head"">ི་</hi>"
archive/VE001/UT001_0010.xml,short_head,་,"<hi rend=""head"">་</hi>"
archive/VE001/UT001_0010.xml,short_head,ི་,"<hi rend=""head"">ི་</hi>"
archive/VE001/UT001_0010.xml,short_head,ི་,"<hi rend=""head"">ི་</hi>"
archive/VE001/UT001_0010.xml,short_head,༔,"<hi rend=""head"">༔</hi>"
archive/VE001/UT001_0010.xml,short_head,ི་,"<hi rend=""head"">ི་</hi>"
archive/VE001/UT001_0011.xml,short_head,༔,"<hi rend=""head"">༔</hi>"
archive/VE001/UT001_0011.xml,short_head,༔,"<hi rend=""head"">༔</hi>"
archive/VE001/UT001_0011.xml,short_head,༔ ,"<hi rend=""head"">༔ </hi>"
archive/VE001/UT001_0011.xml,short_head,ད,"<hi rend=""head"">ད</hi>"
archive/VE001/UT001_0011.xml,short_head,༔,"<hi rend=""head"">༔</hi>"
archive/VE001/UT001_0011.xml,short_head,ི,"<hi rend=""head"">ི</hi>"
archive/VE001/UT001_0011.xml,short_head,ོ,"<hi rend=""head"">ོ</hi>"
archive/VE001/UT001_0012.xml,short_head,༔ ,"<hi rend=""head"">༔ </hi>"
archive/VE001/UT001_0012.xml,short_head,༔,"<hi rend=""head"">༔</hi>"
archive/VE001/UT001_0012.xml,short_head,༔,"<hi rend=""head"">༔</hi>"
archive/VE001/UT001_0012.xml,short_head,༔,"<hi rend=""head"">༔</hi>"
archive/VE001/UT001_0013.xml,short_head,༔ ,"<hi rend=""head"">༔ </hi>"
archive/VE001/UT001_0013.xml,short_head,༔,"<hi rend=""head"">༔</hi>"
archive/VE001/UT001_0013.xml,short_head,༔,"<hi rend=""head"">༔</hi>"
archive/VE001/UT001_0013.xml,short_head,༔ ,"<hi rend=""head"">༔ </hi>"
archive/VE001/UT001_0013.xml,short_head,༈ ,"<hi rend=""head"">༈ </hi>"
archive/VE001/UT001_0013.xml,short_head,༔ ,"<hi rend=""head"">༔ </hi>"
archive/VE001/UT001_0013.xml,short_head,༔ ,"<hi rend=""head"">༔ </hi>"
archive/VE001/UT001_0013.xml,short_head,༔,"<hi rend=""head"">༔</hi>"
archive/VE001/UT001_0013.xml,short_head,ི,"<hi rend=""head"">ི</hi>"
archive/VE001/UT001_0015.xml,tsheg_dot_tsheg,་.་,དི་དག་ཀུན༔ རྡོ་རྗེའི་མགུར་.་རབ་དྲིལ་ཏེ༔ ལྗགས་ཀྱི་དབང་
archive/VE001/UT001_0015.xml,tsheg_dot_tsheg,་.་,གམ་ནི༔ མཆན་ཁུང་ངམ་ནི་མགུལ་.་འོ༔ རང་བྱུང་ཆེན་པོའི་ཡི་ག
archive/VE001/UT001_0015.xml,tsheg_dot_tsheg,་.་,་ཡོན་ཏན་ཐོབ༔ མཆན་ཁུང་གཡོན་.་བཅངས་པ་ཡིས༔ འདི་ཡང་དེ་དང་
archive/VE001/UT001_0015.xml,comma_o,",ོ","ྒྱུད་ཀྱི་མན་ངག་ཅེས་བྱ་བ༔ ,ོག་མའི་མགོན་པོ་འོད་མི་འགྱུ"
archive/VE001/UT001_0015.xml,comma_tibetan,",ོ","ྒྱུད་ཀྱི་མན་ངག་ཅེས་བྱ་བ༔ ,ོག་མའི་མགོན་པོ་འོད་མི་འགྱུ"
archive/VE001/UT001_0015.xml,comma_tibetan,",ག","ེ་ནས་རྡོ་རྗེ་འཆང་གིས་ནི༔ ,གས་ཀྱི་དཀྱིལ་འཁོར་སྒོ་ཕྱེ་"
archive/VE001/UT001_0015.xml,comma_tibetan,",ི","་ནི་འདི་ལྟར་བཅང་༔ བདག་གི་,ི་བོའི་གཙུག་གམ་ནི༔ མཆན་ཁུང"
archive/VE001/UT001_0015.xml,comma_tibetan,",ི","གྱིས་གྲིལ་ནས་ཀྱང་༔ རང་གི་,ི་བོར་བཟུང་ན་ཡང་༔ འདི་ལ་སྤ"
archive/VE001/UT001_0015.xml,curly_brace,{,ེན་པོ༔ སྙིང་པོ་སྤྲུལ་པའི་{་འདི་ནི༔ ཀློག་དང་འཛིན་དང་
archive/VE001/UT001_0015.xml,curly_brace,{,་པ་མཐོང་བ་དེས༔ སྤྲུལ་པའི་{་ནི་འདི་ལྟར་བཅང་༔ བདག་གི་
archive/VE001/UT001_0015.xml,isolated_dot,་.ས,་མཆོད་འོས་རང་བཞིན་གྱི་ཚིག་.ས་གནད་ངེས་པ་བཞུགས་སོ༔ </hi
archive/VE001/UT001_0015.xml,isolated_dot,་.༔,་ཏཾ༔</hi> <lb/>རྒྱ་གར་སྐད་.༔ བུདྡྷ་སརྦ་0་ཏྲ་ཨེ་ཀ༔ ཏན་
archive/VE001/UT001_0015.xml,isolated_dot,་.༔,་ཨུ་པ་དྷེ་ཤ་ནཱ་མ༔ བོད་སྐད་.༔ སངས་རྒྱས་ཐམས་ཅད་ཀྱི་སྲས་
archive/VE001/UT001_0015.xml,isolated_dot,་.་,དི་དག་ཀུན༔ རྡོ་རྗེའི་མགུར་.་རབ་དྲིལ་ཏེ༔ ལྗགས་ཀྱི་དབང་
archive/VE001/UT001_0015.xml,isolated_dot,ག.ང,ོ༔ བསྟན་པའི་ས་བོན་ཡང་ཞུན་ག.ང་༔ .ོན་དམ་རྒྱལ་པོའི་རྟགས་
archive/VE001/UT001_0015.xml,isolated_dot,་.་,གམ་ནི༔ མཆན་ཁུང་ངམ་ནི་མགུལ་.་འོ༔ རང་བྱུང་ཆེན་པོའི་ཡི་ག
archive/VE001/UT001_0015.xml,isolated_dot,་.་,་ཡོན་ཏན་ཐོབ༔ མཆན་ཁུང་གཡོན་.་བཅངས་པ་ཡིས༔ འདི་ཡང་དེ་དང་
archive/VE001/UT001_0016.xml,tsheg_dot_tsheg,་.་,ཕྱིར༔ རིགས་དྲུག་ས་བོན་ཉིད་.་གནས༔ རིག་པ་{་གསུམ་དངོས་ཡི
archive/VE001/UT001_0016.xml,tsheg_dot_tsheg,་.་,ན་ཕྱིར༔ {་གསུམ་ཡི་གེ་གསུམ་.་ཤར༔ ཡི་གེའི་རྩལ་.ང་རུ་ཤན་
archive/VE001/UT001_0016.xml,tsheg_dot_tsheg,་.་,་.ང་རུ་ཤན་དབྱེ༔ .ེ་ནས་རྣལ་.་དབབ་པའི་ཕྱིར༔ ཉན་ཐོས་བྱང་
archive/VE001/UT001_0016.xml,tsheg_dot_tsheg,་.་,ྟུན་པས༔ ཡུལ་ལ་ཡེ་ཤེས་མངོན་.་སྣང་༔ མངོན་སུམ་གནད་ལས་འབྲ
archive/VE001/UT001_0016.xml,tsheg_dot_tsheg,་.་,ང་པ་ཞིག༔ ཕྱག་གཡས་པའི་མཐིལ་.་བབས་ཏེ༔ .ེ་ཞལ་ཕྱེ་བས་རིན་
archive/VE001/UT001_0016.xml,tsheg_dot_tsheg,་.་,ར་སྐད་.༔ བུད་དྷ་དྷེ་ཀ་ར་མ་.་ནཱ་མཿ བོད་སྐད་.༔ སངས་རྒྱས
archive/VE001/UT001_0016.xml,tsheg_dot_tsheg,་.་,་སངས་རྒྱས་ཐོབ་འདོད་ན༔ }ོན་.་འགྲོ་ལ་རྩལ་ཉིད་.ང༔ ལུས་དང
archive/VE001/UT001_0016.xml,tsheg_dot_tsheg,་.་,་ཉིད་ལས་མི་བསྒྲོད་པས༔ }ོན་.་འགྲོ་བ་དག་ལ་བསླབ༔ }ོན་འགྲ
archive/VE001/UT001_0016.xml,tsheg_dot_tsheg,་.་,་གཉིས་སུ་མེ.༔ ལྷག་མེད་ཉིད་.་འགྱུར་བ་འོ༔ ངག་གི་སྔོན་འག
archive/VE001/UT001_0016.xml,tsheg_dot_tsheg,་.་,ུམ་བྱ༔ རྩལ་.ང་གཉེན་བཙལ་ལམ་.་གཞུག༔ .ེ་ལྟར་ངག་གིས་སུས་བ
archive/VE001/UT001_0016.xml,tsheg_dot_tsheg,་.་,ས་ལུས་ངག་ཡིད་གསུམ་པོ༔ རྣལ་.་འབེབས་ལ་མཁས་པར་བྱ༔ .ེས་ནི
archive/VE001/UT001_0016.xml,tsheg_dot_tsheg,་.་,པོ་ཆེ་ལྔ་ཡི་ཡི་གེ་རང་བྱུང་.་བཀོད་པ༔ རིན་པོ་ཆེ་ཤེལ་གྱི
archive/VE001/UT001_0016.xml,tsheg_dot_tsheg,་.་,འ་རབ་རྡོ་རྗེ་བཟུང་བའི་དོན་.་སྣང་བར་བྱས་པ༔ མྱ་ངན་ལས་འད
archive/VE001/UT001_0016.xml,tsheg_dot_tsheg,་.་,ྒྱས་ཐམས་ཅད་ཀྱི༔ {་ཡི་ཀློང་.་མྱ་ངན་འདའ༔ ངག་ནི་བསླབ་བྱའ
archive/VE001/UT001_0016.xml,tsheg_dot_tsheg,་.་,་ཐམས་ཅད་ཀྱི༔ གསུང་གི་ཀློང་.་མྱ་ངན་འདའོ༔ སེམས་གནད་གཟིག
archive/VE001/UT001_0016.xml,tsheg_dot_tsheg,་.་,འཆར༔ ལུག་རྒྱུད་རིག་པ་བཙོན་.་བཟུང་༔ མངོན་སུམ་གནད་མཐོང་
archive/VE001/UT001_0016.xml,tsheg_dot_tsheg,་.་,ོད་འཛིན་པའི་ལྟ་བ་ནུབ༔ གོང་.་འཕེལ་བའི་ཉམས་སྣང་གིས༔ བར་
archive/VE001/UT001_0016.xml,tsheg_dot_tsheg,་.་,་གིས༔ བར་དོའི་ཡེ་ཤེས་མངོན་.་བྱས༔ རིག་པ་ཚད་ཕེབས་སྣང་བ་
archive/VE001/UT001_0016.xml,tsheg_dot_tsheg,་.་,ལ་མཐར་ཕྱིན་ན༔ མྱང་འདས་གཞན་.་བཙལ་མི་དགོས༔ མི་འགུལ་གསུམ
archive/VE001/UT001_0016.xml,tsheg_dot_tsheg,་.་,"་གཟེར་,ེབས་སོ༔ .ེ་ལས་བསྟན་.་མེད་དོ་སཱ་མཱ་ཡཱ༔ བསྟན་པ་ག"
archive/VE001/UT001_0016.xml,tsheg_dot_tsheg,་.་,ྡོ་རྗེའི་ཕྱག་གཡས་པའི་མཐིལ་.་བབས་པ༔ སངས་རྒྱས་ཀྱི་འདས་ར
archive/VE001/UT001_0016.xml,comma_o,",ོ","ོད་པ་གསུམ་གྱི་ཚད་ཟིན་ཏེ༔ ,ོབ་པ་གསུམ་གྱི་གཟེར་ཐེབས་ན༔"
archive/VE001/UT001_0016.xml,comma_o,",ོ","ོ་བྱ་བའི་ཕྱིར༔ རིགས་དྲུག་,ོད་པ་སྣ་ཚོགས་,.༔ དཀོན་མཆོག"
archive/VE001/UT001_0016.xml,comma_o,",ོ","ས་,.༔ དཀོན་མཆོག་གསུམ་གྱི་,ོད་པ་བྱ༔ སྐྱིལ་ཀྲུང་མཐིལ་ས"
archive/VE001/UT001_0016.xml,comma_o,",ོ","ི་གནས་ས་བཙལ༔ མ་རྙེད་ལོངས་,ོད་{་དང་སྤྲ.༔ .ེ་ནས་སེམས་ཀ"
archive/VE001/UT001_0016.xml,comma_o,",ོ","་ཚད་ཕེབས་སྣང་བ་ཡིས༔ ལོངས་,ོད་རྫོགས་པའི་{་ངོས་ཟིན༔ ཆོ"
archive/VE001/UT001_0016.xml,comma_o,",ོ","་ནི་ལུས་ངག་ཡིད་ལ་འབྱུང་༔ ,ོབ་པ་གསུམ་གྱི་གཟེར་,ེབས་སོ"
archive/VE001/UT001_0016.xml,comma_tibetan,",ོ","ོད་པ་གསུམ་གྱི་ཚད་ཟིན་ཏེ༔ ,ོབ་པ་གསུམ་གྱི་གཟེར་ཐེབས་ན༔"
archive/VE001/UT001_0016.xml,comma_tibetan,",ན","ི་གནད་ལ་མཁས་གྱུར་ན༔ མཆོག་,ན་དགོངས་པ་ལ་མཁས་འགྱུར༔ དབེ"
archive/VE001/UT001_0016.xml,comma_tibetan,",ོ","ོ་བྱ་བའི་ཕྱིར༔ རིགས་དྲུག་,ོད་པ་སྣ་ཚོགས་,.༔ དཀོན་མཆོག"
archive/VE001/UT001_0016.xml,comma_tibetan,",ོ","ས་,.༔ དཀོན་མཆོག་གསུམ་གྱི་,ོད་པ་བྱ༔ སྐྱིལ་ཀྲུང་མཐིལ་ས"
archive/VE001/UT001_0016.xml,comma_tibetan,",ི","མཐིལ་སྤྲད་དྲང་པོར་བསྲང་༔ ,ི་བོར་ཐལ་མོ་.ར་བར་བྱ༔ .ེ་ལ"
archive/VE001/UT001_0016.xml,comma_tibetan,",ོ","ི་གནས་ས་བཙལ༔ མ་རྙེད་ལོངས་,ོད་{་དང་སྤྲ.༔ .ེ་ནས་སེམས་ཀ"
archive/VE001/UT001_0016.xml,comma_tibetan,",ོ","་ཚད་ཕེབས་སྣང་བ་ཡིས༔ ལོངས་,ོད་རྫོགས་པའི་{་ངོས་ཟིན༔ ཆོ"
archive/VE001/UT001_0016.xml,comma_tibetan,",ོ","་ནི་ལུས་ངག་ཡིད་ལ་འབྱུང་༔ ,ོབ་པ་གསུམ་གྱི་གཟེར་,ེབས་སོ"
archive/VE001/UT001_0016.xml,comma_tibetan,",ེ","ུང་༔ ,ོབ་པ་གསུམ་གྱི་གཟེར་,ེབས་སོ༔ .ེ་ལས་བསྟན་.་མེད་ད"
archive/VE001/UT001_0016.xml,curly_brace,{,ག་ས་བོན་ཉིད་.་གནས༔ རིག་པ་{་གསུམ་དངོས་ཡིན་ཕྱིར༔ {་གས
archive/VE001/UT001_0016.xml,curly_brace,{,་པ་{་གསུམ་དངོས་ཡིན་ཕྱིར༔ {་གསུམ་ཡི་གེ་གསུམ་.་ཤར༔ ཡི
archive/VE001/UT001_0016.xml,curly_brace,},་པར་སངས་རྒྱས་ཐོབ་འདོད་ན༔ }ོན་.་འགྲོ་ལ་རྩལ་ཉིད་.ང༔ ལ
archive/VE001/UT001_0016.xml,curly_brace,},སུམ་ཉིད་ལས་མི་བསྒྲོད་པས༔ }ོན་.་འགྲོ་བ་དག་ལ་བསླབ༔ }ོ
archive/VE001/UT001_0016.xml,curly_brace,}, }ོན་.་འགྲོ་བ་དག་ལ་བསླབ༔ }ོན་འགྲོའི་གནད་ལ་མཁས་གྱུར་
archive/VE001/UT001_0016.xml,curly_brace,{,་པ་འདག༔ ལུས་དེ་སྤྲུལ་པའི་{ར་གྲོལ་ནས༔ སངས་རྒྱས་{་དང་
archive/VE001/UT001_0016.xml,curly_brace,{,པའི་{ར་གྲོལ་ནས༔ སངས་རྒྱས་{་དང་གཉིས་སུ་མེ.༔ ལྷག་མེད་
archive/VE001/UT001_0016.xml,curly_brace,{,ག༔ མི་ལྡོག་གཉིས་མེད་ལོངས་{ར་གྲོལ༔ ཡིད་ཀྱི་སྔོན་འགྲོ
archive/VE001/UT001_0016.xml,curly_brace,{,ུང་ས་བཙལ༔ མ་རྙེད་ཆོས་ཀྱི་{་དང་སྤྲ.༔ .ེ་ནས་སེམས་ཀྱི་
archive/VE001/UT001_0016.xml,curly_brace,{,"ས་ས་བཙལ༔ མ་རྙེད་ལོངས་,ོད་{་དང་སྤྲ.༔ .ེ་ནས་སེམས་ཀྱི་"
archive/VE001/UT001_0016.xml,curly_brace,{,་ས་བཙལ༔ མ་རྙེད་སྤྲུལ་པའི་{་དང་སྤྲ.༔ .ེ་ལྟར་སེམས་ཀྱི
archive/VE001/UT001_0016.xml,curly_brace,{,གསུམ་ལྡོག་པ་མེ.༔ ཆོས་ཀྱི་{ར་གྲོལ་གཉིས་མེད་འདའ༔ .ེ་ན
archive/VE001/UT001_0016.xml,curly_brace,{,ལུས་ནི་མྱ་ངན་འདའ་འདོད་ན༔ {་གསུམ་བཞུགས་སྟངས་ཉིད་ལ་བས
archive/VE001/UT001_0016.xml,curly_brace,{,སུམ་སངས་རྒྱས་ཐམས་ཅད་ཀྱི༔ {་ཡི་ཀློང་.་མྱ་ངན་འདའ༔ ངག་
archive/VE001/UT001_0016.xml,curly_brace,{,ལྟར་གནད་གསུམ་གཟིར་བ་ཡིས༔ {་གསུམ་རིག་པ་སྟོང་པར་འཆར༔ 
archive/VE001/UT001_0016.xml,curly_brace,{,"་ཡིས༔ ལོངས་,ོད་རྫོགས་པའི་{་ངོས་ཟིན༔ ཆོས་ཉིད་ཟད་པའི་"
archive/VE001/UT001_0016.xml,isolated_dot,་.༔,་སོ༔</hi> <lb/>རྒྱ་གར་སྐད་.༔ བུད་དྷ་དྷེ་ཀ་ར་ཡེ་དྷུ་ནཱ
archive/VE001/UT001_0016.xml,isolated_dot,་.༔,་ཀ་ར་ཡེ་དྷུ་ནཱ་མ༔ བོད་སྐད་.༔ སངས་རྒྱས་ཀྱི་ཞལ་ཆེམས་དང་
archive/VE001/UT001_0016.xml,isolated_dot,་.ང, མི་རྟག་སྙིང་རྗེ་བྱང་སེམས་.ང་༔ ལུས་འདི་མ་རིག་རྒྱུས་བས
archive/VE001/UT001_0016.xml,isolated_dot,་.་,ཕྱིར༔ རིགས་དྲུག་ས་བོན་ཉིད་.་གནས༔ རིག་པ་{་གསུམ་དངོས་ཡི
archive/VE001/UT001_0016.xml,isolated_dot,་.་,ན་ཕྱིར༔ {་གསུམ་ཡི་གེ་གསུམ་.་ཤར༔ ཡི་གེའི་རྩལ་.ང་རུ་ཤན་
archive/VE001/UT001_0016.xml,isolated_dot,་.ང,གེ་གསུམ་.་ཤར༔ ཡི་གེའི་རྩལ་.ང་རུ་ཤན་དབྱེ༔ .ེ་ནས་རྣལ་.་
archive/VE001/UT001_0016.xml,isolated_dot,་.་,་.ང་རུ་ཤན་དབྱེ༔ .ེ་ནས་རྣལ་.་དབབ་པའི་ཕྱིར༔ ཉན་ཐོས་བྱང་
archive/VE001/UT001_0016.xml,isolated_dot,འ.ག,བཏང་སྟེ༔ གླང་སེང་དྲང་སོང་འ.ག་སྟངས་བཅའ༔ ངག་ནི་སྨྲ་བ་རྒ
archive/VE001/UT001_0016.xml,isolated_dot,་.་,ྟུན་པས༔ ཡུལ་ལ་ཡེ་ཤེས་མངོན་.་སྣང་༔ མངོན་སུམ་གནད་ལས་འབྲ
archive/VE001/UT001_0016.xml,isolated_dot,ེ.༔,ྐན༔ མྱ་ངན་འདའ་བར་ཐེ-ཚོམ་མེ.༔ ཅེས་སུམ་ཅུ་རྩ་གསུམ་གྱི་ལ
